User ID,Key,Duration,Time Between Keys,Typing Speed (KPS),Backspace Count,Typing Session Duration
1,'s',2.1249144077301025,2.0007705688476562,0.2930720183114112,0,3.41213059425354
1,'h',0.14630651473999023,0.07754802703857422,0.5620444983965673,0,3.5584371089935303
1,'u',0.22693991661071777,0.11926531791687012,0.7925234341805409,0,3.785377025604248
1,'s',0.15183377265930176,0.1316385269165039,1.2699345440699232,0,3.93721079826355
1,'h',0.07749009132385254,0.1316385269165039,1.2454227942530132,0,4.014700889587402
1,'a',0.2518599033355713,0.09444093704223633,1.4062848957765504,0,4.266560792922974
1,'n',0.0988006591796875,0.0019960403442382812,1.603532737622062,0,4.365361452102661
1,'t',0.2667734622955322,0.12879157066345215,1.7270654132144074,0,4.632134914398193
1,'k',0.23668932914733887,0.12647604942321777,1.8484955606953886,0,4.868824243545532
1,'u',0.22774338722229004,0.12918949127197266,1.962104836916184,0,5.096567630767822
1,'m',0.23558878898620605,0.11049103736877441,2.062955235005546,0,5.332156419754028
1,'r',0.21203374862670898,0.16458392143249512,2.344796914460249,0,5.544190168380737
1,'a',0.020737171173095703,0.16458392143249512,2.3360592523104304,0,5.564927339553833
1,'s',5.274579286575317,5.153114318847656,1.2915716999750089,0,10.83950662612915
1,'a',0.14696455001831055,0.001001596450805664,1.365315555787034,0,10.986471176147461
1,'l',0.15258049964904785,0.06775498390197754,1.4363879857713207,0,11.139051675796509
1,'o',0.16714811325073242,0.08313989639282227,1.5035998228572403,0,11.306199789047241
1,'n',0.18230700492858887,0.11109685897827148,1.566783248928274,0,11.48850679397583
1,'i',0.2340545654296875,0.12658405303955078,1.6208061888074894,0,11.722561359405518
1,'g',0.2956256866455078,0.1859264373779297,1.6641445105958528,0,12.018187046051025
1,'u',0.12240052223205566,0.030443429946899414,1.7297350628121053,0,12.140587568283081
1,'p',0.3154594898223877,0.15644431114196777,1.7662104114871688,0,12.456047058105469
1,'t',0.15641427040100098,0.12648534774780273,1.902879967271385,0,12.61246132850647
1,'a',0.12793469429016113,0.12648534774780273,1.8837718982248548,0,12.74039602279663
1,Key.esc,0.6580948829650879,0.5180742740631104,1.86588177548035,0,13.398490905761719
1,Key.enter,0,0,0.0,0,9.227128744125366
1,'s',0.6608812808990479,0.6131246089935303,0.2022651671001984,0,9.888010025024414
1,'a',0.0808250904083252,0.6131246089935303,0.20062524626410994,0,9.96883511543274
1,'l',0.12585043907165527,0.051177263259887695,0.2971860771494122,0,10.094685554504395
1,'o',0.17656493186950684,0.09234476089477539,0.3894365155738827,0,10.271250486373901
1,'n',0.21329116821289062,0.13791322708129883,0.47689256857619455,0,10.484541654586792
1,'i',0.20276522636413574,0.10795974731445312,0.5614136533025368,0,10.687306880950928
1,'g',0.3946259021759033,0.31642746925354004,0.6316587672015197,0,11.081932783126831
1,'u',0.25025129318237305,0.1633744239807129,0.7059539402227512,0,11.332184076309204
1,'p',0.3502182960510254,0.2455151081085205,0.7703894895191582,0,11.68240237236023
1,'t',0.171281099319458,0.12161540985107422,0.9279815870130773,0,11.853683471679688
1,'a',0.10369515419006348,0.12161540985107422,0.9199340711852625,0,11.957378625869751
1,Key.space,0.24799895286560059,0.13474535942077637,0.9831731892429802,0,12.205377578735352
1,'e',0.31938719749450684,0.30487537384033203,1.1177854634499738,0,12.524764776229858
1,'a',0.1620793342590332,0.12290716171264648,1.1823271311104626,0,12.686844110488892
1,'r',0.061464786529541016,0.12290716171264648,1.1766266507323329,0,12.748308897018433
1,'n',0.1260828971862793,0.036675214767456055,1.2427771545062232,0,12.874391794204712
1,'e',0.2374122142791748,0.017835378646850586,1.2965416497226687,0,13.111804008483887
1,'d',0.3782467842102051,0.28439760208129883,1.3343166958087656,0,13.490050792694092
1,Key.space,0.1530156135559082,0.06870269775390625,1.3926487956766043,0,13.64306640625
